height,width, cells,agglomeration_factor,n_agents,max
50,50,0.98,0.8,3,100
50,50,0.98,0.8,4,100
50,50,0.98,0.8,5,100
50,50,0.98,0.8,6,100
50,50,0.98,0.8,7,100
50,50,0.98,0.8,8,100
50,50,0.98,0.8,9,100
50,50,0.98,0.8,10,100
50,50,0.98,0.8,11,100
