0.2669847011566162,56528,268688
0.01501321792602539,4192,43549
0.3574047088623047,57928,268944
0.2659318447113037,56744,267944
0.014010190963745117,4936,56725
0.0,3576,28867
0.0,2560,23859
0.27945756912231445,58944,266072
0.011181354522705078,896,14536
0.26795029640197754,56528,268688
0.015627384185791016,4192,43549
0.2482156753540039,57928,268944
0.25275278091430664,56744,267944
0.01621222496032715,4936,56725
0.011603355407714844,3576,28867
0.015538692474365234,2560,23859
0.2535099983215332,58944,266072
0.01253962516784668,896,14536
