0.0053882598876953125,112,13416
0.013164281845092773,112,13232
3.721142053604126,90928,960056
7.65802001953125,90928,1417192
11.386920928955078,90928,1728168
19.95369267463684,91008,2041160
26.254486322402954,91120,2645352
33.58166790008545,91120,2955272
58.589054584503174,91120,3266024
75.98277497291565,91120,3577736
81.63958477973938,91200,3890536
88.10348606109619,91200,4203816
97.17653226852417,91200,5131144
139.951584815979,91200,5412824
128.01413464546204,91200,5728120
128.1737084388733,91200,6032952
154.87752151489258,91200,6349688
208.10370755195618,91200,6654712
