0.007623910903930664,112,13344
0.0,112,13232
9.308424472808838,94152,1700422
10.437628507614136,94152,1700422
11.479738712310791,94264,1700534
14.243591070175171,94096,1699166
10.512269020080566,94096,1700198
0.01554417610168457,4872,51390
10.286657571792603,91344,1701936
0.0,112,13344
0.0,112,13232
10.737404584884644,94152,1700422
12.171262979507446,94152,1700422
11.718008756637573,94264,1700534
11.843491077423096,94096,1699166
12.320548295974731,94096,1700198
0.0156404972076416,4872,51390
12.331795930862427,91344,1701936
