height,width, cells,agglomeration_factor,n_agents,max
30,20,0.8,0.7,3,100
30,20,0.8,0.7,3,200
30,20,0.8,0.7,3,300
30,20,0.8,0.7,3,400
30,20,0.8,0.7,3,500
30,20,0.8,0.7,3,600
30,20,0.8,0.7,3,700
30,20,0.8,0.7,3,800
30,20,0.8,0.7,3,900
30,20,0.8,0.7,3,1000
30,20,0.8,0.7,3,1100
30,20,0.8,0.7,3,1200
30,20,0.8,0.7,3,1300
30,20,0.8,0.7,3,1400
30,20,0.8,0.7,3,1500
30,20,0.8,0.7,3,1600
30,20,0.8,0.7,3,1700
30,20,0.8,0.7,3,1800
