22.426725387573242,91640,2042248
26.433884143829346,91640,2042192
24.77769899368286,91640,2042192
16.488986015319824,91640,2042192
19.622239112854004,91640,2042192
17.164695978164673,91640,2042192
11.847089052200317,91584,1832976
15.572145700454712,90968,2039616
22.049805164337158,91640,2042192
34.40524196624756,91640,2042192
24.728673219680786,91640,2042192
23.852710723876953,91640,2042192
23.76449489593506,91640,2042192
24.647748231887817,91024,2039864
21.76741337776184,91024,2039864
22.302955627441406,91640,2042192
19.043776035308838,91640,2042192
22.143677949905396,91584,2012584
