26.293158054351807,91080,2041496
44.181764364242554,90672,2039648
43.69081950187683,91008,2041216
44.45809769630432,91072,2041280
42.913809299468994,91072,2041280
16.301194667816162,91008,2041216
15.51970887184143,91008,2041216
16.894715070724487,91008,2041216
16.28105092048645,91008,2041216
16.461164236068726,91072,2041280
16.09630560874939,91072,2041280
17.65613102912903,90672,2039648
44.80049777030945,91008,2041216
44.12443470954895,91008,2041216
47.83752703666687,90672,2039648
29.328800678253174,91008,2041216
31.958396673202515,91072,2041280
42.37924242019653,91008,2041216
