0.325598955,56528,268824
0.386309385,56528,268616
0.374810934,56528,268616
0.360108376,56528,268616
0.419882774,55632,267240
0.375532866,56528,268616
0.402282715,56528,268616
0.416310072,54736,262768
0.436208248,56528,268616
0.432552814,56528,268616
0.446393967,56528,268616
0.537261009,56528,268616
0.473191261,56528,268616
0.48546195,56528,268616
0.807183504,56528,268616
9.355847358703613,94224,1700702
9.59493350982666,94152,1699390
9.624741077423096,94264,1700534
9.96021056175232,94264,1700534
9.901361465454102,94208,1699046
9.837296724319458,94264,1700534
9.801947832107544,94264,1700870
8.20205545425415,94656,1575118
11.400851488113403,94488,1701822
12.416926860809326,94600,1701934
12.99648904800415,94152,1700534
14.585248231887817,94152,1700534
4.948997497558594,93312,1193784
10.59998345375061,94152,1700534
10.48233938217163,94320,1699158
